district,mandal,village,lat,long,date,groundwater_level
WANAPARTHY,Peddamandadi,Peddamandadi,78.03,16.43,1/5/2023,3.55
WANAPARTHY,Veepangandla,Sanginonipally,78.16,16.14,1/5/2023,3.9
WARANGAL RURAL,Chennaraopeta,Chennaraopet,79.87,17.88,1/5/2023,1.2
WARANGAL RURAL,Duggondi,Duggondi,79.81,18.02,1/5/2023,3.95
WARANGAL RURAL,Geesugonda,Geesgonda,79.7,17.96,1/5/2023,4.18
WARANGAL RURAL,Geesugonda,Vanchanagiri,79.69,17.95,1/5/2023,5.59
WARANGAL RURAL,Khanapur,Khanapur,79.93,17.9,1/5/2023,3.16
WARANGAL RURAL,Nallabelly,Narakkapet,79.89,18.01,1/5/2023,4.5
WARANGAL RURAL,Narsampet,Narasampet,79.89,17.92,1/5/2023,4.07
WARANGAL RURAL,Nekkonda,Ameenpet,79.8,17.81,1/5/2023,2.73
WARANGAL RURAL,Nekkonda,Nagaram,79.89,17.76,1/5/2023,3.99
WARANGAL RURAL,Parvathagiri,Parvathagiri,79.72,17.74,1/5/2023,9.51
WARANGAL RURAL,Raiparthy,Kondur,79.61,17.71,1/5/2023,4.13
WARANGAL RURAL,Raiparthy,Rayaparthy,79.55,17.69,1/5/2023,5.67
WARANGAL RURAL,Sangem,Sangem,79.71,17.88,1/5/2023,3.27
WARANGAL RURAL,Sangem,Theegarajupally,79.71,17.83,1/5/2023,8.1
WARANGAL RURAL,Wardhannapet,Wardhannapet,79.58,17.77,1/5/2023,7.01
WARANGAL RURAL,Khilla_Warangal,Mamnoor,79.6,17.91,1/5/2023,4.82
WARANGAL RURAL,Warangal,Charbowli,79.61,17.98,1/5/2023,2.75
WARANGAL URBAN,Bheemadevarapalle,Gatla Narsingapur,79.33,18.09,1/5/2023,4.2
WARANGAL URBAN,Bheemadevarapalle,Kothapally,79.39,18.08,1/5/2023,8.75
WARANGAL URBAN,Bheemadevarapalle,Vangara,79.35,18.13,1/5/2023,10.75
WARANGAL URBAN,Dharmasagar,Dharmapuri,79.46,17.89,1/5/2023,5.5
WARANGAL URBAN,Dharmasagar,Narayanagiri,79.38,17.99,1/5/2023,3.65
WARANGAL URBAN,Velair,Velair,79.34,18.01,1/5/2023,6.55
WARANGAL URBAN,Elkathurthi,Elkathurthy,79.44,18.09,1/5/2023,8.1
WARANGAL URBAN,Hanumakonda,Hanumkonda,79.56,18,1/5/2023,6.3
WARANGAL URBAN,Hasanparthy,Seethampet,79.52,18.08,1/5/2023,2.4
WARANGAL URBAN,Inavole,Panthini,79.61,17.85,1/5/2023,3.37
WARANGAL URBAN,Inavole,Punnelu,79.59,17.87,1/5/2023,4.1
WARANGAL URBAN,Kamalapur,Kamalapur,79.52,18.18,1/5/2023,
WARANGAL URBAN,Kamalapur,Shanigaram,79.6,18.18,1/5/2023,1.8
WARANGAL URBAN,Atmakur,Atmakur,79.74,18.07,1/5/2023,2.3
WARANGAL URBAN,Damera,Damera,79.64,18.06,1/5/2023,4.1
WARANGAL URBAN,Nadikuda,Cherlapally,79.61,18.23,1/5/2023,5.6
WARANGAL URBAN,Nadikuda,Nadikuda,79.64,18.19,1/5/2023,1.6
WARANGAL URBAN,Nadikuda,Parkal,79.64,18.2,1/5/2023,4
WARANGAL URBAN,Parvathagiri,Annaram shariff,79.72,17.68,1/5/2023,9.57
WARANGAL URBAN,Shayampet,Pathipaka(Abendent),79.76,18.12,1/5/2023,3.95
YADADRI BHUVANAGIRI,Gundala,Ambala,79.25,17.49,1/5/2023,7.01
YADADRI BHUVANAGIRI,Gundala,Peddapadishala,79.34,17.47,1/5/2023,3.53
YADADRI BHUVANAGIRI,Gundala,Velmajala,79.21,17.57,1/5/2023,4.63
YADADRI BHUVANAGIRI,Alair,Kolanpaka,79.02,17.7,1/5/2023,3.58
YADADRI BHUVANAGIRI,Alair,Sarajipet,79.12,17.62,1/5/2023,12.82
YADADRI BHUVANAGIRI,Mootakondur,Chada,79.07,17.48,1/5/2023,10.34
YADADRI BHUVANAGIRI,Atmakur_M,Atmakur,79.14,17.47,1/5/2023,12.8
YADADRI BHUVANAGIRI,Pochampalle,B.Pochampalli,78.81,17.34,1/5/2023,10.13
YADADRI BHUVANAGIRI,Bhongiri,Bhongiri,78.91,17.48,1/5/2023,4.89
YADADRI BHUVANAGIRI,Bhongiri,Chandupatla,78.98,17.5,1/5/2023,11.09
YADADRI BHUVANAGIRI,Bhongiri,Nandanam,78.93,17.44,1/5/2023,6.12
YADADRI BHUVANAGIRI,Bibinagar,Bibinagar,78.8,17.46,1/5/2023,12.95
YADADRI BHUVANAGIRI,Bibinagar,Yenkiryal,78.77,17.4,1/5/2023,5.3
YADADRI BHUVANAGIRI,Choutuppal,D.Malkapur,78.8,17.26,1/5/2023,4.5
YADADRI BHUVANAGIRI,Turkapalle_M,Ch.Laxmapur,78.75,17.65,1/5/2023,3.95
YADADRI BHUVANAGIRI,Addagudur,Kanchanapalli,79.34,17.4,1/5/2023,4.35
YADADRI BHUVANAGIRI,Mothkur,Mothukur,79.26,17.45,1/5/2023,7.93
YADADRI BHUVANAGIRI,Mothkur,Paladugu,79.19,17.39,1/5/2023,3.4
YADADRI BHUVANAGIRI,Mothkur,Podichedu,79.28,17.38,1/5/2023,11.34
YADADRI BHUVANAGIRI,Rajapet,Bondugala,78.97,17.77,1/5/2023,7.01
YADADRI BHUVANAGIRI,Rajapet,Kurraram,78.93,17.78,1/5/2023,9.43
YADADRI BHUVANAGIRI,Rajapet,Raghunadapuram,78.95,17.68,1/5/2023,7.04
YADADRI BHUVANAGIRI,Rajapet,Rajapet,78.93,17.73,1/5/2023,5.48
YADADRI BHUVANAGIRI,Rajapet,Somaram,78.99,17.73,1/5/2023,10.98
YADADRI BHUVANAGIRI,Ramannapeta,Ramanapet,79.1,17.28,1/5/2023,6.53
YADADRI BHUVANAGIRI,Ramannapeta,Yellanki,79.03,17.29,1/5/2023,12.57
YADADRI BHUVANAGIRI,Ramannapeta,Yennaram,79.2,17.32,1/5/2023,3.54
YADADRI BHUVANAGIRI,Narayanapur,S.Narayanpur,78.86,17.14,1/5/2023,11.23
YADADRI BHUVANAGIRI,Turkapalle_M,Gandamalla,78.85,17.73,1/5/2023,8.93
YADADRI BHUVANAGIRI,Valigonda,Arror,79.11,17.39,1/5/2023,1.63
YADADRI BHUVANAGIRI,Valigonda,T. somaram,78.95,17.4,1/5/2023,7.32
YADADRI BHUVANAGIRI,Valigonda,Varkatpally,78.93,17.34,1/5/2023,8.6
YADADRI BHUVANAGIRI,Valigonda,Vemulakonda,79.14,17.35,1/5/2023,4.06
YADADRI BHUVANAGIRI,Yadagirigutta,Mallapuram,78.91,17.63,1/5/2023,7.34
YADADRI BHUVANAGIRI,Mootakondur,Motakondur,79.03,17.55,1/5/2023,11.98
NALGONDA,Shayampet,Pathhipaka,79.75,18.12,1/5/2023,3.95
NALGONDA,Hasanparthy,Yellapur,79.5,18.08,1/5/2023,3.47
NALGONDA,Bheemadevarapalle,Jaganadhapur,79.39,18.13,1/5/2023,14.78
NALGONDA,Velair,Peechara,79.29,17.97,1/5/2023,7.4
NALGONDA,Dharmasagar,Dharmsagar,79.44,18.01,1/5/2023,2.2
NALGONDA,Dharmasagar,Peddapendyal,79.42,17.92,1/5/2023,8.75
NALGONDA,Inavole,Inavolu,79.55,17.87,1/5/2023,25.6
NALGONDA,Hasanparthy,Nagaram,79.56,18.1,1/5/2023,3.4
WARANGAL RURAL,Sangem,Lohitha,79.65,17.84,1/5/2023,8.03
WARANGAL RURAL,Wardhannapet,Yellanda,79.6,17.79,1/5/2023,6.28
WARANGAL RURAL,Nekkonda,Redlawada,79.77,17.74,1/5/2023,1.2
WARANGAL RURAL,Chennaraopeta,Upparapalli,79.81,17.88,1/5/2023,3
WARANGAL RURAL,Khanapur,Mangalavaripet,79.98,17.88,1/5/2023,3.13
WARANGAL RURAL,Nallabelly,Medapalli,79.92,18.02,1/5/2023,4.24
WARANGAL RURAL,Narsampet,Naguralapally,79.88,17.96,1/5/2023,3.31
WARANGAL RURAL,Duggondi,Rekkampally,79.8,17.96,1/5/2023,7
MAHABUBABAD,Dornakal,DORNAKAL,80.16,17.44,1/5/2023,3.06
MAHABUBABAD,Gudur,BHUPATHIPETA,79.99,17.85,1/5/2023,3.1
MAHABUBABAD,Gudur,BODDIKONDA,80.02,17.7,1/5/2023,2.85
MAHABUBABAD,Kesamudram,INTIKANNE,79.87,17.72,1/5/2023,4.52
MAHABUBABAD,Kesamudram,ARPANAPALLY,79.94,17.72,1/5/2023,1.71
MAHABUBABAD,Kuravi,BALPALA,80.07,17.48,1/5/2023,2.7
MAHABUBABAD,Seerole,SEEROLU,80,17.41,1/5/2023,3.5
MAHABUBABAD,Kuravi,KORIVI,80,17.53,1/5/2023,1.6
MAHABUBABAD,Kuravi,GUNDRATHIMADUGU,80.06,17.56,1/5/2023,3.1
MAHABUBABAD,Mahabubabad,MALYALA,79.96,17.56,1/5/2023,2.15
MAHABUBABAD,Kesamudram,RANGAPUR,79.96,17.68,1/5/2023,5.29
MAHABUBABAD,Inugurthy,CHINNAMUPPARAM,79.85,17.63,1/5/2023,5.8
MAHABUBABAD,Bayyaram,UPPALAPADU,80.06,17.61,1/5/2023,5.82
MAHABUBABAD,Bayyaram,MOTLATHIMMAPUR,80.11,17.7,1/5/2023,9.62
MAHABUBABAD,Bayyaram,JAGATHRAOPETA,80.17,17.66,1/5/2023,11.8
MAHABUBABAD,Bayyaram,LAXMIPURAM KOMMAVARAM,80.22,17.7,1/5/2023,4.86
MAHABUBABAD,Danthalapalle,PEDDAMUPPARAM,79.68,17.47,1/5/2023,1.62
MAHABUBABAD,Ganagavaram,MARRIGUDEM,80.2,17.93,1/5/2023,8.7
MAHABUBABAD,Ganagavaram,KAMARAM,80.2,17.98,1/5/2023,5.62
MAHABUBABAD,Ganagavaram,KODISHALAMETTA,80.18,17.75,1/5/2023,6.1
MAHABUBABAD,Ganagavaram,PENDEM,80.21,17.74,1/5/2023,6.82
MAHABUBABAD,Garla,GARLA,80.14,17.49,1/5/2023,5.7
MAHABUBABAD,Garla,POCHARAM,80.2,17.49,1/5/2023,5.3
MAHABUBABAD,Kothaguda,BATHULAPALLY,80.1,17.85,1/5/2023,7.91
MAHABUBABAD,Kothaguda,PAGADAPALLI,80.08,17.95,1/5/2023,4.82
MAHABUBABAD,Maripeda,THANAMCHERLA,79.83,17.35,1/5/2023,10.92
MAHABUBABAD,Maripeda,PURUSHOTHAMAYAGUDEM,80.94,17.41,1/5/2023,4.57
MAHABUBABAD,Narsimhulapet,PEDDANAGARAM,79.81,17.45,1/5/2023,1.82
MAHABUBABAD,Peddavangara,CHINNAVANGARA,79.6,17.56,1/5/2023,4.69
JANGOAN,Bachannapeta,POCHANNAPET,79.04,17.75,1/5/2023,8.29
JANGOAN,Devaruppala,PEDDAMADUR,79.3,17.6,1/5/2023,6.06
JANGOAN,Devaruppala,MADHAPURAM,79.35,17.62,1/5/2023,4.82
JANGOAN,Jangaon,PEMBARTHY,79.11,17.69,1/5/2023,2.83
JANGOAN,Lingalaghanpur,CHEETUR,79.3,17.69,1/5/2023,5.62
JANGOAN,Narmetta,MEKALAGATTU,79.2,17.85,1/5/2023,11.88
JANGOAN,Palakurthi,VALMIDI,79.45,17.62,1/5/2023,7.38
JANGOAN,Raghunathpalle,ASWARAOPALLY,79.28,17.82,1/5/2023,7.88
JANGOAN,Raghunathpalle,GABBETA,79.31,17.71,1/5/2023,6.65
JANGOAN,Tharigoppula,AKKARAJUPALLY,79.16,17.93,1/5/2023,12.5
JANGOAN,Tharigoppula,ABDULNAGARAM,79.22,17.93,1/5/2023,5.98
JANGOAN,Zaffergadh,OBULAPUR,79.49,17.73,1/5/2023,7.22
JANGOAN,Zaffergadh,SURARAM,79.44,17.76,1/5/2023,10.32
MANCHERIAL,Jannaram,JANNARAM,79.01,19.12,1/5/2023,6.57
MANCHERIAL,Jannaram,TAPALAPUR,79.09,19.08,1/5/2023,4.05
MANCHERIAL,Bheemaram,BHEEMARAM,79.69,18.85,1/5/2023,9.42
MANCHERIAL,Mancherial,MANCHERIAL,79.46,18.89,1/5/2023,8.33
MANCHERIAL,Naspur,NASPUR,79.47,18.86,1/5/2023,10.8
MANCHERIAL,Vemanpalle,LAXMIPUR,79.75,19.13,1/5/2023,4.35
MANCHERIAL,Kannepalli,NAYAKINPET,79.72,19.16,1/5/2023,6.81
JAGITIAL,Ibrahimpatnam,Bardipur,78.57,18.97,1/5/2023,5.8
JAGITIAL,Mallapur,Mutyampet,78.66,18.88,1/5/2023,1.46
JAGITIAL,Mallapur,Dharmaram,78.72,18.89,1/5/2023,16.85
JAGITIAL,Mallapur,Regunta,78.76,18.94,1/5/2023,4.27
JAGITIAL,Raikal,Tatlavi,78.87,18.97,1/5/2023,9.34
JAGITIAL,Raikal,Devanpalli,78.87,19,1/5/2023,4.42
JAGITIAL,Dharmapuri,Arepalli,79.02,19.06,1/5/2023,5.99
JAGITIAL,Beerpur,Narsimlapalli,79,19,1/5/2023,1.61
JAGITIAL,Dharmapuri,Donur,79.03,18.99,1/5/2023,4.23
JAGITIAL,Buggaram,Buggaram,79.03,18.87,1/5/2023,5.5
RAJANNA SIRCILLA,Thangallapalle,BASWAPUR,78.13,18.32,1/5/2023,13.02
RAJANNA SIRCILLA,Ellanthakunta,GALIPALLI,79,18.34,1/5/2023,4.18
RAJANNA SIRCILLA,Mustabad,MOINKUNTA,78.7,18.24,1/5/2023,10.23
RAJANNA SIRCILLA,Yellareddypeta,BANDALINGAMPALLI,78.66,18.34,1/5/2023,16.33
RAJANNA SIRCILLA,Yellareddypeta,ALMASPUR,78.65,18.43,1/5/2023,7.53
RAJANNA SIRCILLA,Vemulawada_Rural,HANUMAJIPETA,78.8,18.5,1/5/2023,5.55
RAJANNA SIRCILLA,Chandurthi,JOGAPUR,78.75,18.55,1/5/2023,8.5
RAJANNA SIRCILLA,Chandurthi,SANUGULA,78.72,18.56,1/5/2023,6.18
RAJANNA SIRCILLA,Rudrangi,MANALA,78.62,18.63,1/5/2023,9.65
ADILABAD,Bela,BELA,78.76,19.72,1/5/2023,6.57
ADILABAD,Adilabad Rural,PIPPALDHARI,78.65,19.59,1/5/2023,4.42
ADILABAD,Adilabad Rural,YAPALGUDA,78.61,19.66,1/5/2023,6.87
ADILABAD,Inderavelly,MUTHNOOR,78.63,19.51,1/5/2023,13.4
ADILABAD,Gadiguda,GADIGUDA,78.91,19.61,1/5/2023,17.4
ADILABAD,Gadiguda,ARJUNI,78.8,19.6,1/5/2023,6.18
ADILABAD,Sirikonda,SIRIKONDA,78.58,19.43,1/5/2023,10
ADILABAD,Ichoda,ICHODA,78.45,19.43,1/5/2023,25.7
ADILABAD,Ichoda,NARSAPUR,78.5,19.35,1/5/2023,4.6
ADILABAD,Neradigonda,KUNTALA,78.48,19.31,1/5/2023,5.6
ADILABAD,Neradigonda,SHANKRAPUR,78.42,19.28,1/5/2023,8.4
KHAMMAM,Kusumanchi,Eswaramadharam,79.91,17.15,1/5/2023,5.11
KHAMMAM,Nelakondapalle,Rajeswarapuram,79.99,17.15,1/5/2023,2.05
KHAMMAM,Chinthakani,Nagulavancha,80.21,17.07,1/5/2023,2.6
KHAMMAM,Chinthakani,Chinthakani,80.21,17.12,1/5/2023,3.52
KHAMMAM,Madhira,Illandulapadu,80.38,16.9,1/5/2023,7.02
KHAMMAM,Yerrupalem,Jamalapurm,80.52,16.83,1/5/2023,10.79
KHAMMAM,Wyra,Rebbavaram,80.34,17.11,1/5/2023,3.21
KHAMMAM,Thallada,Kurnavalli,80.43,17.3,1/5/2023,2.71
KHAMMAM,Kalluru,Chinkorukondi,80.45,17.06,1/5/2023,2.32
KHAMMAM,Kalluru,Chandrupatla,80.55,17.17,1/5/2023,2.88
KHAMMAM,Penuballi,Kuppenakuntla,80.65,17.17,1/5/2023,3.92
KHAMMAM,Thirumalayapalem,Pindiprolu,79.95,17.27,1/5/2023,4.96
KHAMMAM,Kusumanchi,Chegomma,80,17.25,1/5/2023,4.45
KHAMMAM,Penuballi,Adavimallela / Lankasagar,80.7,17.18,1/5/2023,4.47
KHAMMAM,Vemsoor,Kondagatla/ KG Mallela,80.66,17.08,1/5/2023,2.64
KHAMMAM,Sathupalle,Rudrakshapalli,80.66,17.26,1/5/2023,9.52
KHAMMAM,Sathupalle,Sathupalli,80.82,17.21,1/5/2023,15.71
KHAMMAM,Raghunadhapalem,Raghunadhapalem,80.21,17.29,1/5/2023,5.36
KHAMMAM,Singareni,Karepalli,80.27,17.51,1/5/2023,8.31
KUMURAM BHEEM ASIFABAD,Bejjur,PAPANPET,79.91,19.31,1/5/2023,7.27
KUMURAM BHEEM ASIFABAD,Sirpur_U,SIRPUR-U,78.94,19.34,1/5/2023,8.95
KUMURAM BHEEM ASIFABAD,Kerameri,MODIJHARI,79.09,19.45,1/5/2023,8.56
KUMURAM BHEEM ASIFABAD,Chintalamanepally,RAVINDRANAGAR,79.79,19.49,1/5/2023,21.08
KUMURAM BHEEM ASIFABAD,Chintalamanepally,KARJAVELLI,79.83,19.46,1/5/2023,3.84
KUMURAM BHEEM ASIFABAD,Sirpur_T,LONAVELLY,79.64,19.54,1/5/2023,4.16
KUMURAM BHEEM ASIFABAD,Sirpur_T,CHINTHAKUNTA,79.58,19.43,1/5/2023,8.62
KUMURAM BHEEM ASIFABAD,Tiryani,TIRYANI,79.27,19.18,1/5/2023,10.65
KUMURAM BHEEM ASIFABAD,Wankdi,KANNERGAON,79.35,19.41,1/5/2023,7.07
KUMURAM BHEEM ASIFABAD,Wankdi,INDHANI,79.24,19.46,1/5/2023,7.1
SIDDIPET,Doultabad,Dommat,78.62,18.01,1/5/2023,21.58
SIDDIPET,Gajwel,Gajwel Pragnapur,78.71,17.83,1/5/2023,7.99
SIDDIPET,Gajwel,Ahmedipur,78.7,17.92,1/5/2023,15.48
SIDDIPET,Kondapak,Kondapak,78.87,17.98,1/5/2023,10.03
SIDDIPET,Mirdoddi,Mirdoddi,78.67,18.07,1/5/2023,16.65
SIDDIPET,Nanganur,Ankushapur,78.02,18.04,1/5/2023,9.06
SIDDIPET,Siddipet_Rural,Tadkapally,78.8,18.06,1/5/2023,12.29
SIDDIPET,Thoguta,Thoguta,78.7,17.99,1/5/2023,12.07
SIDDIPET,Wargal,Meenajipet,78.55,17.77,1/5/2023,10.81
SIDDIPET,Komaravelly,Guruvannapet,78.86,17.88,1/5/2023,3.75
SIDDIPET,Maddur,Dhoolmitta,78.06,17.99,1/5/2023,13.65
SIDDIPET,Cheriyal,Musthyala,78.99,17.9,1/5/2023,13.15
SIDDIPET,Cheriyal,Nagapuri (N),78.89,17.86,1/5/2023,11.74
SIDDIPET,Cheriyal,Aknur,78.02,17.97,1/5/2023,13.68
SIDDIPET,Husnabad,Ummapur,79.25,18.14,1/5/2023,9.29
SIDDIPET,Koheda,Ramachadrapur,79.09,18.2,1/5/2023,2.72
SIDDIPET,Bejjanki,Thotapally,79.08,18.27,1/5/2023,6.29
SIDDIPET,Bejjanki,Devakkapally,79.11,18.28,1/5/2023,11.27
BHADRADRI KOTHAGUDEM,Aswapuram,AMMAGARIPALLI,80.86,17.87,1/5/2023,4.77
BHADRADRI KOTHAGUDEM,Aswaraopeta,ASWARAOPET (M),81.11,17.24,1/5/2023,26.74
BHADRADRI KOTHAGUDEM,Bhadrachalam,BHADRACHALAM,80.9,17.67,1/5/2023,11.69
BHADRADRI KOTHAGUDEM,Burgampadu,BURGAMPAHAD,80.86,17.65,1/5/2023,8.52
BHADRADRI KOTHAGUDEM,Chandrugonda,RAJAPURAM,80.73,17.35,1/5/2023,3.09
BHADRADRI KOTHAGUDEM,Chandrugonda,SEETHAIGUDEM,80.67,17.4,1/5/2023,4.62
BHADRADRI KOTHAGUDEM,Cherla,KOYYURU,80.67,17.4,1/5/2023,0.58
BHADRADRI KOTHAGUDEM,Cherla,PEDHAMEDISILERU,80.86,18.09,1/5/2023,2.47
BHADRADRI KOTHAGUDEM,Cherla,SATHYANARAYANA PURAM,80.87,18.01,1/5/2023,2.4
BHADRADRI KOTHAGUDEM,Cherla,CHUNCHUPALLI,80.61,17.54,1/5/2023,6.66
BHADRADRI KOTHAGUDEM,Dammapeta,WADLAGUDEM,80.96,17.2,1/5/2023,18.61
BHADRADRI KOTHAGUDEM,Gundala,GUNDALA,80.32,17.91,1/5/2023,2.27
BHADRADRI KOTHAGUDEM,Gundala,KANCHANAPALLI,80.43,17.76,1/5/2023,7.46
BHADRADRI KOTHAGUDEM,Julurpad,JULURPADU,80.51,17.4,1/5/2023,8.26
BHADRADRI KOTHAGUDEM,Kothagudem,KOTHAGUDEM,80.63,17.55,1/5/2023,27.13
BHADRADRI KOTHAGUDEM,Laxmidevipalli,BANGARUCHELKA,80.6,17.75,1/5/2023,8.62
BHADRADRI KOTHAGUDEM,Pinapaka,E. BAYYARAM,80.72,18.04,1/5/2023,2.33
BHADRADRI KOTHAGUDEM,Pinapaka,DUGENEPALLI,80.64,18.13,1/5/2023,3.68
BHADRADRI KOTHAGUDEM,Pinapaka,JANAMPETA,80.69,18.1,1/5/2023,32.3
BHADRADRI KOTHAGUDEM,Sujathanagar,SUJATHANAGAR,80.58,17.48,1/5/2023,3.27
BHADRADRI KOTHAGUDEM,Tekulapalle,BOMMANAPALLI,80.57,17.57,1/5/2023,8.42
BHADRADRI KOTHAGUDEM,Tekulapalle,SULANAGAR(D),80.5,17.56,1/5/2023,14.31
BHADRADRI KOTHAGUDEM,Tekulapalle,TEKULAPALLI,80.47,17.56,1/5/2023,7.12
BHADRADRI KOTHAGUDEM,Yellandu,YELLANDU,80.34,17.58,1/5/2023,5.52
KARIMNAGAR,Ellandakunta,ELLANDAKUNTA,79.51,18.29,1/5/2023,4.02
KARIMNAGAR,Ellandakunta,MALLIAL,79.53,18.26,1/5/2023,7.11
KARIMNAGAR,Ellandakunta,RACHAPALLY,79.54,18.36,1/5/2023,7.41
KARIMNAGAR,Gannervaram,GANNERUVARAM,79.05,18.38,1/5/2023,5.72
KARIMNAGAR,Karimnagar (Rural-II),NAGULAMALLIAL,79,18.45,1/5/2023,7.64
KARIMNAGAR,Ramadugu,VELICHALA,79.06,18.5,1/5/2023,9.2
KARIMNAGAR,V_Saidapur,RAIKAL,79.32,18.16,1/5/2023,6.16
PEDDAPALLI,Antargoan,EGLASPUR,79.36,18.78,1/5/2023,3.4
PEDDAPALLI,Antargoan,MUGALPAHAD,79.43,18.75,1/5/2023,2.97
PEDDAPALLI,Dharmaram,KOTHURU,79.24,18.67,1/5/2023,3.9
PEDDAPALLI,Julapalle,KACHAPUR,79.29,18.62,1/5/2023,2.9
PEDDAPALLI,Kamanpur,KAMANPUR,79.5,18.66,1/5/2023,4.9
PEDDAPALLI,Mutharam_Manthani,LAKKARAM,79.58,18.56,1/5/2023,6.2
PEDDAPALLI,Odela,KOLANUR,79.42,18.5,1/5/2023,3.7
PEDDAPALLI,Palakurthy,PUTNOOR,79.33,18.75,1/5/2023,4.82
PEDDAPALLI,Peddapalle,RAGAVAPOOR,79.42,18.64,1/5/2023,5.78
PEDDAPALLI,Peddapalle,BOJANNAPET,79.42,18.57,1/5/2023,6.5
PEDDAPALLI,Ramagiri,KALVACHERLA,79.53,18.63,1/5/2023,3.05
PEDDAPALLI,Ramagiri,MUSTYALA,79.56,18.75,1/5/2023,3.06
PEDDAPALLI,Ramagundam,RAMAGUNDEM,79.44,18.77,1/5/2023,8.7
PEDDAPALLI,Srirampur,MANGAPET,79.48,18.53,1/5/2023,6.6
PEDDAPALLI,Sultanabad,KATANAPALLY,79.29,18.51,1/5/2023,5.2
PEDDAPALLI,Sultanabad,KANUKULA,79.36,18.49,1/5/2023,7.35
SANGAREDDY,Ameenapur,SULTHANPUR,78.31,17.57,1/5/2023,2.54
SANGAREDDY,Andhole,TALELMA,77.98,17.84,1/5/2023,6.99
SANGAREDDY,Chowtakur,SULTHANPUR,78.09,17.73,1/5/2023,11.65
SANGAREDDY,Chowtakur,SHIVAMPET,78.1,17.68,1/5/2023,15.48
SANGAREDDY,Gummadidala,GUMMADIDDLA,78.37,17.67,1/5/2023,2.25
SANGAREDDY,Hathanoora,REDDY KHANAPUR,78.17,17.69,1/5/2023,21.79
SANGAREDDY,Hathanoora,SIRPURAM,78.16,17.81,1/5/2023,23.86
